,node,degree,betweenness,closeness,eigcent,bdc,diffslc_09,description,MLA_group
4144,HORVU.MOREX.r2.5HG0359220,14,4.504964083,8.78E-07,0.000146141,3.140535247,0.314185052,Kinase family protein,HvInt
4145,HORVU.MOREX.r2.5HG0359270,2,0,8.75E-07,7.31E-06,1.822030567,0.182209633,Tetratricopeptide repeat-containing family protein,HvInt
4146,HORVU.MOREX.r2.5HG0359280,1,0,8.76E-07,8.49E-06,0.858039215,0.08581156,Phosphatidylinositol 3-kinase,HvInt
4147,HORVU.MOREX.r2.5HG0359720,1,0,8.76E-07,8.85E-05,0.876757523,0.087755423,L-galactose dehydrogenase,HvInt
4148,HORVU.MOREX.r2.5HG0359840,96,93034.73886,8.78E-07,0.001421336,21.17674994,2.118954196,Calmodulin,MLA
4149,HORVU.MOREX.r2.5HG0359860,96,38126.58582,8.78E-07,0.001154522,20.05030007,2.006069077,Calmodulin,MLA
4150,HORVU.MOREX.r2.5HG0359910,15,5045.845377,8.78E-07,0.00010184,2.360114082,0.236103064,Non-specific serine/threonine protein kinase,HvInt
4151,HORVU.MOREX.r2.5HG0360070,2,0,8.76E-07,0.00234075,0.985742754,0.10068095,Phosphoribosylformylglycinamidine cyclo-ligase,HvInt
4152,HORVU.MOREX.r2.5HG0360080,58,0,8.78E-07,0.00123651,25.16746303,2.517859162,Auxin-responsive protein,HvInt
4153,HORVU.MOREX.r2.5HG0360110,81,35338.1184,8.78E-07,0.004614096,33.82323745,3.386476432,Auxin-responsive protein,MLA
4154,HORVU.MOREX.r2.5HG0360130,17,0,8.78E-07,0.000171326,7.34347063,0.734501256,"F-box/LRR protein, putative",HvInt
4155,HORVU.MOREX.r2.5HG0360170,1,0,8.77E-07,0.001261308,0.852840387,0.086419216,Pyridoxal kinase,HvInt
4156,HORVU.MOREX.r2.5HG0360220,11,0,8.78E-07,0.00015905,4.275129565,0.427656102,E3 ubiquitin protein ligase DRIP2,MLA
4157,HORVU.MOREX.r2.5HG0360260,29,951094.4355,8.78E-07,0.000146161,6.018308365,0.601962381,Heat shock 70 kDa protein,MLA
4158,HORVU.MOREX.r2.5HG0360410,23,0,8.78E-07,0.000588054,7.429754427,0.743504692,WRKY transcription factor,MLA
4159,HORVU.MOREX.r2.5HG0360530,3,14022,8.77E-07,4.84E-06,0.943638408,0.094368195,"GTP 3',8-cyclase",HvInt
4160,HORVU.MOREX.r2.5HG0360550,0,0,1.94E-08,8.02E-05,0,7.22E-05,N-carbamyl-L-amino acid amidohydrolase,HvInt
4161,HORVU.MOREX.r2.5HG0360580,28,7027,8.77E-07,0.00831556,13.26195947,1.333679951,Small nuclear ribonucleoprotein Sm D3,MLA
4162,HORVU.MOREX.r2.5HG0360770,1,0,1.94E-08,0,0.829581449,0.082958145,Receptor-like kinase,HvInt
4163,HORVU.MOREX.r2.5HG0361260,28,110787.3097,8.78E-07,1.57E-06,1.453045161,0.145305932,EamA-like transporter family protein,HvInt
4164,HORVU.MOREX.r2.5HG0361320,31,7026,8.78E-07,0.00016194,8.112474226,0.811393169,Calcineurin B-like protein,HvInt
4165,HORVU.MOREX.r2.5HG0361360,13,42086,8.78E-07,0.003336678,3.63480475,0.366483485,Protein DA1-related 1,MLA
4166,HORVU.MOREX.r2.5HG0361370,1,0,8.76E-07,3.00E-08,0.841725139,0.084172541,BTB/POZ domain-containing protein,HvInt
4167,HORVU.MOREX.r2.5HG0361390,1,0,8.74E-07,0.004778096,0.961143454,0.100414632,Peroxisomal membrane protein PMP22,HvInt
4168,HORVU.MOREX.r2.5HG0361560,7,0,8.77E-07,0.000789904,2.534615552,0.254172469,"Syntaxin, putative",HvInt
4169,HORVU.MOREX.r2.5HG0361610,3,0,8.77E-07,1.41E-05,0.954814199,0.095494072,Octanoyltransferase,HvInt
4170,HORVU.MOREX.r2.5HG0361750,10,0,8.78E-07,6.90E-05,4.451352505,0.445197359,HVA22-like protein,HvInt
4171,HORVU.MOREX.r2.5HG0362110,3,0,8.77E-07,1.72E-06,0.947925647,0.094794113,Sirohydrochlorin ferrochelatase,HvInt
4172,HORVU.MOREX.r2.5HG0362130,3,0,8.77E-07,1.78E-05,0.978240293,0.097840014,WD40-repeat protein,HvInt
4173,HORVU.MOREX.r2.5HG0362320,1,0,8.77E-07,1.46E-06,0.85230631,0.085231945,Histone deacetylase,HvInt
4174,HORVU.MOREX.r2.5HG0362690,2,0,8.77E-07,0.000504983,1.689970685,0.169451553,"OTU domain-containing protein, putative",HvInt
4175,HORVU.MOREX.r2.5HG0363090,1,0,8.74E-07,4.41E-06,0.903055188,0.090309488,Cytoplasmic tRNA 2-thiolation protein 2,HvInt
4176,HORVU.MOREX.r2.5HG0363100,20,0.015625,8.78E-07,0.000344368,8.336855451,0.833995476,Cyclin family protein,HvInt
4177,HORVU.MOREX.r2.5HG0363110,4,0,8.78E-07,4.10E-05,1.4424061,0.144277499,Calcium-transporting ATPase,HvInt
4178,HORVU.MOREX.r2.5HG0363170,25,0,8.78E-07,0.000346644,9.792706388,0.979582618,Two-component response regulator,HvInt
4179,HORVU.MOREX.r2.5HG0363210,18,37812.19848,8.78E-07,4.18E-06,0.905623858,0.090566152,Cation/H(+) antiporter,MLA
4180,HORVU.MOREX.r2.5HG0363250,24,0,8.78E-07,0.009317426,11.63216296,1.171601979,Methionine--tRNA ligase,MLA
4181,HORVU.MOREX.r2.5HG0363530,54,108213.414,8.78E-07,0.073263783,16.085022,1.674439604,Elongation factor Tu,HvInt
4182,HORVU.MOREX.r2.5HG0363550,4,0,8.76E-07,0.000959907,1.931052639,0.19396918,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",HvInt
4183,HORVU.MOREX.r2.5HG0363580,9,0,8.74E-07,0.017363587,6.527417178,0.668368946,rRNA-processing protein UTP23 like,HvInt
4184,HORVU.MOREX.r2.5HG0363660,64,7817.119046,8.78E-07,0.004119611,11.6402361,1.167731261,Cyclin,HvInt
4185,HORVU.MOREX.r2.5HG0363720,34,698.5727873,8.78E-07,0.000126124,4.677681618,0.467881673,Metal transporter,HvInt
4186,HORVU.MOREX.r2.5HG0363750,5,7027,8.77E-07,1.92E-05,1.766137968,0.176631059,glutamyl-tRNA (Gln) amidotransferase subunit A (DUF620),HvInt
4187,HORVU.MOREX.r2.5HG0363800,11,7025,8.77E-07,3.92E-06,2.629642647,0.262967795,Phosphatase 2C family protein,MLA
4188,HORVU.MOREX.r2.5HG0363830,24,13092.35198,8.78E-07,0.006824499,8.188487569,0.824990806,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha,MLA
4189,HORVU.MOREX.r2.5HG0363900,2,0,8.77E-07,3.51E-05,1.757141517,0.175745761,"Amino acid transporter, putative",HvInt
4190,HORVU.MOREX.r2.5HG0364500,28,11875.80639,8.78E-07,0.00838945,11.29220821,1.136771326,Translation initiation factor eIF-2B subunit epsilon,HvInt
4191,HORVU.MOREX.r2.5HG0364540,1,0,8.76E-07,2.45E-06,0.864321192,0.086434329,"WD-repeat protein, putative",HvInt
4192,HORVU.MOREX.r2.5HG0364690,18,0,8.78E-07,0.000260946,12.70197038,1.270431889,F-box protein-like,HvInt
4193,HORVU.MOREX.r2.5HG0364830,3,0,8.77E-07,2.08E-06,0.953552654,0.095357138,Protein phosphatase 2C-like protein,HvInt
4194,HORVU.MOREX.r2.5HG0365160,3,204.9382472,8.78E-07,4.11E-07,1.336122495,0.133612619,"Amino acid transporter family protein, putative, expressed",HvInt
4195,HORVU.MOREX.r2.5HG0365170,20,14038,8.78E-07,0.004159427,6.639857335,0.667729218,DNA repair protein Rad50,HvInt
4196,HORVU.MOREX.r2.5HG0365470,1,0,8.77E-07,9.26E-05,0.837442153,0.08382757,Xyloglucan galactosyltransferase KATAMARI1-like protein,HvInt
4197,HORVU.MOREX.r2.5HG0365650,3,0,8.77E-07,0.000277012,2.16064838,0.216314148,Mitochondrial import inner membrane translocase subunit Tim9,HvInt
4198,HORVU.MOREX.r2.5HG0365710,1,0,8.71E-07,3.79E-07,0.954305924,0.095430934,splicing factor-like protein,HvInt
4199,HORVU.MOREX.r2.5HG0365720,24,7027,8.78E-07,0.00577233,5.254083309,0.530603428,Myb transcription factor,MLA
4200,HORVU.MOREX.r2.5HG0365730,94,64905,8.78E-07,0.024674837,36.34806603,3.657013956,Nuclear pore complex protein NUP93A,MLA
4201,HORVU.MOREX.r2.5HG0365770,5,0,8.78E-07,0.003945419,1.16661427,0.120212304,U-box domain-containing protein,HvInt
4202,HORVU.MOREX.r2.5HG0365790,2,0,8.77E-07,5.53E-05,1.705292934,0.170579068,Dof zinc finger protein,HvInt
4203,HORVU.MOREX.r2.5HG0365850,3,0,8.77E-07,5.10E-05,1.668463408,0.166892213,Ubiquitin-related modifier 1 homolog,HvInt
4204,HORVU.MOREX.r2.5HG0366000,7,14051,8.77E-07,0.004396791,2.456645784,0.24962169,Importin subunit beta-1,MLA
4205,HORVU.MOREX.r2.5HG0366070,7,0,8.77E-07,0.006272039,2.596975215,0.265342357,Importin subunit beta-1,MLA
4206,HORVU.MOREX.r2.5HG0366230,1,0,8.77E-07,1.02E-05,0.836745917,0.083683786,MYB transcription factor,HvInt
4207,HORVU.MOREX.r2.5HG0366510,91,2814.583574,8.78E-07,0.000631934,14.53075339,1.453644079,Membrane magnesium transporter,HvInt
4208,HORVU.MOREX.r2.5HG0366520,3,0,8.76E-07,0.00852023,1.140810284,0.121749236,Succinate--CoA ligase [ADP-forming] subunit beta,MLA
4209,HORVU.MOREX.r2.5HG0366870,2,0,8.77E-07,4.63E-05,1.804567748,0.180498458,"Protein kinase family protein, putative, expressed",HvInt
4210,HORVU.MOREX.r2.5HG0366920,13,14052,8.77E-07,0.000267683,5.206013291,0.520842244,Prefoldin subunit 3,HvInt
4211,HORVU.MOREX.r2.5HG0366950,2,0,8.76E-07,0.001446179,1.809341596,0.182235721,30S ribosomal protein S6,HvInt
4212,HORVU.MOREX.r2.5HG0367050,0,0,1.94E-08,8.02E-05,0,7.22E-05,5-methylthioadenosine/S-adenosylhomocysteine deaminase,HvInt
4213,HORVU.MOREX.r2.5HG0367100,22,23,8.77E-07,0.021614412,6.039158326,0.623368803,Nuclear export mediator factor Nemf,MLA
4214,HORVU.MOREX.r2.5HG0367260,3,0,8.77E-07,0.000508975,2.020997086,0.202557786,"PAPA-1-like conserved region family protein, expressed",HvInt
4215,HORVU.MOREX.r2.5HG0367300,6,14049,8.78E-07,1.10E-05,3.663883222,0.366398188,DNA helicase,HvInt
4216,HORVU.MOREX.r2.5HG0367340,3,0,8.76E-07,8.51E-05,1.035505704,0.103627142,DNA-directed RNA polymerase subunit,HvInt
4217,HORVU.MOREX.r2.5HG0367380,12,28118,8.77E-07,0.00021578,6.368496424,0.637043845,"Pentatricopeptide repeat-containing protein, putative",HvInt
4218,HORVU.MOREX.r2.5HG0367400,28,0,8.78E-07,0.001697184,10.24265771,1.025793237,Lysine/histidine transporter,HvInt
4219,HORVU.MOREX.r2.5HG0367710,5,0,8.76E-07,0.0019465,2.022130151,0.203964865,Dehydration-induced 19-like protein,HvInt
4220,HORVU.MOREX.r2.5HG0367990,2,0,8.77E-07,0.001398121,0.921807523,0.093439061,Pectin lyase-like superfamily protein,HvInt
4221,HORVU.MOREX.r2.5HG0368080,10,14057,8.74E-07,0.000100161,7.021223469,0.702212492,Trafficking protein particle complex subunit 10,HvInt
4222,HORVU.MOREX.r2.5HG0368360,25,0,8.78E-07,0.000678221,2.34617132,0.235227531,"Oligopeptide transporter, putative",HvInt
4223,HORVU.MOREX.r2.5HG0368460,22,14052,8.78E-07,0.01248558,6.779171374,0.689154159,Nucleoside diphosphate kinase,MLA
4224,HORVU.MOREX.r2.5HG0368480,3,0,8.77E-07,0.006476853,1.058924161,0.111721584,ATP-dependent 6-phosphofructokinase,MLA
4225,HORVU.MOREX.r2.5HG0368550,3,0,8.77E-07,0.000900017,2.083405949,0.20915061,Elongation factor Ts,HvInt
4226,HORVU.MOREX.r2.5HG0368610,1,0,8.74E-07,9.29E-06,0.890757277,0.089084091,GPI ethanolamine phosphate transferase,HvInt
4227,HORVU.MOREX.r2.5HG0368630,0,0,1.94E-08,8.02E-05,0,7.22E-05,Riboflavin synthase,HvInt
4228,HORVU.MOREX.r2.5HG0368980,12,0,8.77E-07,0.009237946,4.028350288,0.41114918,Tryptophan--tRNA ligase,HvInt
4229,HORVU.MOREX.r2.5HG0368990,8,7027,8.76E-07,0.000407512,2.774150092,0.27778177,Acyl-CoA-binding domain-containing protein 4,HvInt
4230,HORVU.MOREX.r2.5HG0369110,4,0,8.77E-07,0.003576938,2.243085731,0.227527817,Golgin candidate 6,MLA
4231,HORVU.MOREX.r2.5HG0369230,14,8108.47295,8.78E-07,0.000274729,2.331090908,0.233356347,Glutaredoxin family protein,HvInt
4232,HORVU.MOREX.r2.5HG0369270,14,32035.53957,8.78E-07,0.000246259,2.118719106,0.212093544,Glutaredoxin family protein,HvInt
4233,HORVU.MOREX.r2.5HG0369340,14,5200.883047,8.78E-07,0.000213026,2.18500984,0.218692708,Glutaredoxin family protein,HvInt
4234,HORVU.MOREX.r2.5HG0369360,14,3969.631177,8.78E-07,0.000338221,2.518006086,0.252105008,Glutaredoxin family protein,HvInt
4235,HORVU.MOREX.r2.5HG0369380,14,13736.27586,8.78E-07,0.000178917,2.049192971,0.205080322,Glutaredoxin family protein,HvInt
4236,HORVU.MOREX.r2.5HG0369400,28,21075,8.78E-07,0.001253039,11.03314933,1.104442669,Conserved oligomeric Golgi complex subunit 8,HvInt
4237,HORVU.MOREX.r2.5HG0369630,1,0,1.94E-08,0,0.839869711,0.083986971,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",HvInt
4238,HORVU.MOREX.r2.5HG0369640,12,1,8.78E-07,0.006733377,5.73920448,0.579980488,RNA polymerase-associated protein RTF1-like protein,HvInt
4239,HORVU.MOREX.r2.5HG0369660,6,0,8.78E-07,0.000202366,3.750117335,0.375193863,AT4g03150/F4C21_7,HvInt
4240,HORVU.MOREX.r2.5HG0369750,26,0,8.76E-07,0.067397016,18.21272795,1.88193011,Nucleolar complex 3-like protein,HvInt
4241,HORVU.MOREX.r2.5HG0369760,1,0,8.73E-07,0.000103405,0.944664365,0.094559501,Shikimate dehydrogenase (NADP(+)),HvInt
4242,HORVU.MOREX.r2.5HG0369790,3,0,8.77E-07,0.006043719,1.049407385,0.110380086,Phenylalanine--tRNA ligase alpha subunit,MLA
4243,HORVU.MOREX.r2.5HG0369800,142,45204.8549,8.78E-07,0.15167561,64.00436154,6.536944203,Syntaxin,MLA
4244,HORVU.MOREX.r2.5HG0369870,2,0,8.77E-07,1.25E-05,0.92730251,0.092741515,Vernalization insensitive 3,HvInt
4245,HORVU.MOREX.r2.5HG0370110,3,7026,8.77E-07,0.000795748,0.922924989,0.093008672,Methylthioribulose-1-phosphate dehydratase,HvInt
4246,HORVU.MOREX.r2.5HG0370130,2,0,8.76E-07,0.010362544,1.745858782,0.183912168,Dipeptidyl peptidase,HvInt
4247,HORVU.MOREX.r2.5HG0370270,6,0,8.77E-07,0.003598542,2.434376009,0.246676289,Glutathione synthetase,MLA
4248,HORVU.MOREX.r2.5HG0370280,1,0,8.76E-07,1.19E-06,0.876569231,0.087657991,Ap-5 complex subunit mu,HvInt
4249,HORVU.MOREX.r2.5HG0370480,1,0,8.77E-07,2.30E-09,0.800929721,0.080092974,Aquaporin,HvInt
4250,HORVU.MOREX.r2.5HG0370810,47,0,8.78E-07,0.001583819,12.47365455,1.248790892,"Dicarboxylate transporter 2.1, chloroplastic",HvInt
4251,HORVU.MOREX.r2.5HG0370820,15,0,8.78E-07,0.0164218,6.039927487,0.618772368,Phenylalanine--tRNA ligase beta subunit,MLA
4252,HORVU.MOREX.r2.5HG0370850,13,0,8.77E-07,0.000104593,2.523029186,0.252397053,1-acyl-sn-glycerol-3-phosphate acyltransferase,HvInt
4253,HORVU.MOREX.r2.5HG0370880,1,0,8.75E-07,1.06E-08,0.892729079,0.089272917,Sterile alpha motif (SAM) domain-containing protein,HvInt
4254,HORVU.MOREX.r2.5HG0370920,1,0,8.75E-07,9.02E-05,0.903914778,0.090472666,Chaperone protein htpG family protein,HvInt
4255,HORVU.MOREX.r2.5HG0370990,58,49794,8.78E-07,0.03500206,14.95957181,1.527459035,Protein OBERON 2-like protein,MLA
4256,HORVU.MOREX.r2.5HG0371030,2,0,8.77E-07,0.000691553,1.697476318,0.17037003,CASP-like protein,HvInt
4257,HORVU.MOREX.r2.5HG0371160,7,203619.6408,8.78E-07,2.20E-06,1.035079472,0.103509929,Crt,HvInt
4258,HORVU.MOREX.r2.5HG0371220,11,0,8.78E-07,0.005583552,3.06949474,0.311974671,LIM domain protein,MLA
4259,HORVU.MOREX.r2.5HG0371450,6,0,8.78E-07,1.17E-05,2.659151704,0.265925723,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein,HvInt
4260,HORVU.MOREX.r2.5HG0371490,3,0,8.77E-07,4.55E-06,0.929432979,0.092947394,Upstream activation factor subunit spp27,HvInt
4261,HORVU.MOREX.r2.5HG0371550,2,0,8.77E-07,0.000824372,0.946899223,0.095431857,WRKY transcription factor,HvInt
4262,HORVU.MOREX.r2.5HG0371580,41,43140.11691,8.78E-07,0.037063051,10.42479276,1.075836023,Eukaryotic translation initiation factor 5A,MLA
4263,HORVU.MOREX.r2.5HG0371640,489,565471.5993,8.78E-07,0.008498938,129.1281766,12.92046671,"Cornichon protein, expressed",HvInt
4264,HORVU.MOREX.r2.5HG0371880,9,6,8.77E-07,0.010306834,3.887617799,0.398037931,Chaperone protein DnaJ,HvInt
4265,HORVU.MOREX.r2.5HG0371950,15,0,8.78E-07,7.38E-05,8.192487394,0.819315201,GRF1-interacting factor-like protein,HvInt
4266,HORVU.MOREX.r2.5HG0372070,6,0,8.77E-07,0.001013889,1.680853344,0.168997835,La protein homolog,HvInt
4267,HORVU.MOREX.r2.5HG0372090,3,0,8.77E-07,1.35E-05,2.056511464,0.205663316,Transcription factor,HvInt
4268,HORVU.MOREX.r2.5HG0372130,1,0,8.75E-07,0.000260457,0.905295501,0.090763962,protein kinase family protein,HvInt
4269,HORVU.MOREX.r2.5HG0372200,4,0,8.78E-07,3.27E-05,1.00984796,0.101014255,Transmembrane 19,HvInt
4270,HORVU.MOREX.r2.5HG0372410,3,0,8.77E-07,0.005677642,1.032681938,0.108378072,weak chloroplast movement under blue light protein (DUF827),MLA
4271,HORVU.MOREX.r2.5HG0372940,104,308239.5456,8.78E-07,0.001807325,33.36645081,3.338271673,Calcium-dependent protein kinase,HvInt
4272,HORVU.MOREX.r2.5HG0373020,4,0,8.77E-07,0.00016946,1.478112965,0.14796381,Defective in cullin neddylation protein,HvInt
4273,HORVU.MOREX.r2.5HG0373090,21,0,8.78E-07,0.001417829,6.13838529,0.615114575,Basic-leucine zipper (bZIP) transcription factor family protein,HvInt
4274,HORVU.MOREX.r2.5HG0373280,10,0,8.77E-07,0.000137224,3.614817378,0.361605239,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",HvInt
4275,HORVU.MOREX.r2.5HG0373350,4,6978,8.76E-07,0.000462578,1.178439581,0.118260278,ATP-dependent Clp protease ATP-binding subunit,HvInt
4276,HORVU.MOREX.r2.5HG0373560,10,0,8.78E-07,0.001535883,2.458518021,0.247234097,"Ubiquitin carboxyl-terminal hydrolase, putative",HvInt
4277,HORVU.MOREX.r2.5HG0373900,62,155085.6049,8.78E-07,0.033790778,23.12205977,2.342617678,Calcium-dependent protein kinase,MLA
4278,HORVU.MOREX.r2.5HG0373950,33,21062,8.78E-07,0.003791753,10.97762821,1.101175398,Chaperone DnaK,HvInt
4279,HORVU.MOREX.r2.5HG0374130,7,0,8.77E-07,0.009345124,3.047366052,0.313147217,Fructose-bisphosphate aldolase,MLA
4280,HORVU.MOREX.r2.5HG0374360,4,35115,8.77E-07,0.000276944,1.499915067,0.150240757,SET domain-containing protein,MLA
4281,HORVU.MOREX.r2.5HG0374410,5,0,8.74E-07,0.005840676,4.505419363,0.455798544,AP-2 complex subunit sigma,HvInt
4282,HORVU.MOREX.r2.5HG0374700,2,0,8.77E-07,7.58E-05,1.741205105,0.174188771,Adenylate kinase,HvInt
4283,HORVU.MOREX.r2.5HG0374850,2,0,1.94E-08,0,0.918543436,0.091854344,Protein SUPPRESSOR OF GENE SILENCING 3,HvInt
4284,HORVU.MOREX.r2.5HG0374940,220,619914.2918,8.78E-07,0.133565418,72.4841659,7.368625466,E3 ubiquitin-protein ligase,HvInt
4285,HORVU.MOREX.r2.5HG0375570,11,3812.907489,8.78E-07,0.006247619,4.094009378,0.415023795,"3'(2'),5'-bisphosphate nucleotidase 1",MLA
4286,HORVU.MOREX.r2.5HG0375640,3,0,8.77E-07,2.76E-05,0.971750526,0.09719991,Diacylglycerol kinase,HvInt
4287,HORVU.MOREX.r2.5HG0375720,18,21049,8.78E-07,0.001924861,5.878075892,0.589539964,Exocyst complex component Sec10-related family protein,HvInt
4288,HORVU.MOREX.r2.5HG0376060,9,7027,8.78E-07,8.38E-05,4.728142942,0.472889731,"Protein kinase, putative, expressed",HvInt
4289,HORVU.MOREX.r2.5HG0376250,53,7009,8.78E-07,0.138134313,26.27445518,2.7517664,Nucleolar protein 6,HvInt
4290,HORVU.MOREX.r2.5HG0376280,144,39210.19086,8.78E-07,0.001172299,57.24772644,5.725827713,"Transcription factor, putative",MLA
4291,HORVU.MOREX.r2.5HG0376550,3,0,8.77E-07,0.004809452,0.999323342,0.104260841,"Trehalose-6-phosphate synthase, putative",MLA
4292,HORVU.MOREX.r2.5HG0376600,11,0,8.77E-07,0.003284245,3.300028764,0.332958697,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,HvInt
4293,HORVU.MOREX.r2.5HG0376740,126,1108.8012,8.78E-07,0.882380219,92.54356221,10.04849842,Ribosomal protein L3,HvInt
4294,HORVU.MOREX.r2.5HG0376770,1,0,8.76E-07,0.000889571,0.897948725,0.090595487,Transducin/WD-like repeat-protein,HvInt
4295,HORVU.MOREX.r2.5HG0376930,28,10379.68928,8.78E-07,0.001452965,5.178815132,0.519189182,MYB transcription factor,HvInt
4296,HORVU.MOREX.r2.5HG0377020,1,0,1.94E-08,0,0.85262096,0.085262096,Fe/S biogenesis protein nfuA,HvInt
4297,HORVU.MOREX.r2.5HG0377040,26,3,8.77E-07,0.001996862,7.103780845,0.71217526,Replication factor C subunit,HvInt
4298,HORVU.MOREX.r2.5HG0377070,133,121432.7402,8.78E-07,0.002033773,35.41834289,3.543664685,SWI/SNF complex subunit SWI3C,MLA
4299,HORVU.MOREX.r2.5HG0377220,10,0,8.77E-07,0.001567069,2.984575608,0.299867923,ATP dependent RNA helicase,HvInt
4300,HORVU.MOREX.r2.5HG0377370,16,14050,8.78E-07,0.000824162,4.334882998,0.434230046,NAD-dependent protein deacylase,HvInt
4301,HORVU.MOREX.r2.5HG0377400,52,20692.17421,8.78E-07,0.008127145,23.96061874,2.403376305,DNA-directed RNA polymerase subunit N,HvInt
4302,HORVU.MOREX.r2.5HG0377410,1,0,8.78E-07,7.42E-08,0.800929721,0.080093039,"Protein kinase family protein, putative, expressed",HvInt
4303,HORVU.MOREX.r2.5HG0377440,7,0,8.78E-07,0.002517012,2.35640937,0.237906248,"Chaperone protein DNAj, putative",HvInt
4304,HORVU.MOREX.r2.5HG0377520,2,0,8.76E-07,4.03E-05,1.031906346,0.103226891,Zinc finger CCCH domain protein,HvInt
4305,HORVU.MOREX.r2.5HG0377810,58,124888.1257,8.78E-07,0.000685424,13.31778751,1.332395633,Receptor-like protein kinase,HvInt
4306,HORVU.MOREX.r2.5HG0378260,34,42143,8.78E-07,0.006503563,8.501396704,0.855992877,Methylthioribose-1-phosphate isomerase,HvInt
4307,HORVU.MOREX.r2.5HG0378380,107,0.186970194,8.78E-07,0.779398133,81.98622959,8.900081279,30S ribosomal protein S4,HvInt
4308,HORVU.MOREX.r2.5HG0378450,8,0.005434783,8.78E-07,0.000193345,1.747496794,0.17492369,E3 ubiquitin-protein ligase RGLG2,HvInt
4309,HORVU.MOREX.r2.5HG0378740,2,0,8.76E-07,4.14E-06,0.952367517,0.095240478,Plant/F1M20-13 protein,HvInt
4310,HORVU.MOREX.r2.5HG0378770,9,0,8.77E-07,8.85E-05,1.720112836,0.172090924,Acyl-[acyl-carrier-protein] desaturase,HvInt
4311,HORVU.MOREX.r2.5HG0378980,20,0,8.78E-07,0.000227214,5.71252315,0.571456807,Transcription factor,HvInt
4312,HORVU.MOREX.r2.5HG0379030,17,57053.83585,8.78E-07,0.000336387,3.789367926,0.379239541,Acyl-CoA N-acyltransferases-like protein,HvInt
4313,HORVU.MOREX.r2.5HG0379090,8,0,8.77E-07,3.67E-05,2.033758718,0.203408941,Calcineurin B-like protein,HvInt
4314,HORVU.MOREX.r2.5HG0379120,17,0.055555556,8.78E-07,0.0003403,5.228871811,0.523193451,Transcription factor-related family protein,HvInt
4315,HORVU.MOREX.r2.5HG0379180,23,0,8.78E-07,0.00015411,2.559789937,0.256117693,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,HvInt
4316,HORVU.MOREX.r2.5HG0379250,70,7027.285714,8.78E-07,0.004926452,7.003025973,0.704736404,Transcription factor E2F,HvInt
4317,HORVU.MOREX.r2.5HG0379510,9,7023,8.77E-07,6.01E-05,2.142153649,0.214269429,mRNA-decapping enzyme-like protein,HvInt
4318,HORVU.MOREX.r2.5HG0379640,46,9661.466103,8.78E-07,0.000382553,16.25548721,1.625893018,Cationic amino acid transporter,HvInt
4319,HORVU.MOREX.r2.5HG0379730,17,0,8.78E-07,8.05E-05,5.845020811,0.584574555,B3 domain-containing protein,HvInt
4320,HORVU.MOREX.r2.5HG0379780,11,7027,8.78E-07,0.000151219,2.532866245,0.253422721,NAC-domain protein,HvInt
4321,HORVU.MOREX.r2.5HG0379850,5,14051,8.77E-07,7.14E-05,2.411190401,0.241183283,Disrupted meiotic cDNA 1 protein,HvInt
4322,HORVU.MOREX.r2.5HG0379890,6,7026,8.77E-07,0.007594528,1.813676315,0.188202707,Long-Chain Acyl-CoA Synthetase,MLA
4323,HORVU.MOREX.r2.5HG0380000,3,0,8.78E-07,4.10E-06,2.481750673,0.248178758,R3H domain-containing protein 4,HvInt
4324,HORVU.MOREX.r2.5HG0380130,3,0,8.77E-07,0.005896296,1.034264907,0.108733157,Stem-specific protein TSJT1,MLA
